	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV_id	ASV_id	taxa_name
ASV2718	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	Unknown	Unknown	[2718]	ASV2718	f_Phaeosphaeriaceae [2718]
ASV2719	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[2719]	ASV2719	g_Umbelopsis [2719]
ASV2720	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	Unknown	Unknown	[2720]	ASV2720	f_Megasporaceae [2720]
ASV2721	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	Unknown	Unknown	[2721]	ASV2721	f_Melanommataceae [2721]
ASV2722	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2722]	ASV2722	p_Ascomycota [2722]
ASV2723	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tympanidaceae	g__Vexillomyces	s__verruculosus	[2723]	ASV2723	g_Vexillomyces s  verruculosus [2723]
ASV2724	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	Unknown	[2724]	ASV2724	g_Leucosporidium [2724]
ASV2725	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	Unknown	[2725]	ASV2725	g_Sistotrema [2725]
ASV2726	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zymoseptoria	s__brevis	[2726]	ASV2726	g_Zymoseptoria s  brevis [2726]
ASV2727	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	Unknown	Unknown	Unknown	[2727]	ASV2727	o_Sebacinales [2727]
ASV2728	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Godronia	Unknown	[2728]	ASV2728	g_Godronia [2728]
ASV2729	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__carnescens	[2729]	ASV2729	g_Vishniacozyma s  carnescens [2729]
ASV2730	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Clathrosphaerina	Unknown	[2730]	ASV2730	g_Clathrosphaerina [2730]
ASV2731	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	Unknown	Unknown	Unknown	[2731]	ASV2731	o_Rhizophydiales [2731]
ASV2732	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2732]	ASV2732	o_Helotiales [2732]
ASV2733	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2733]	ASV2733	p_Rozellomycota [2733]
ASV2734	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__farinacea	[2734]	ASV2734	g_Trechispora s  farinacea [2734]
ASV2735	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Pseudohyphozyma	Unknown	[2735]	ASV2735	g_Pseudohyphozyma [2735]
ASV2736	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Monocillium	s__griseo-ochraceum	[2736]	ASV2736	g_Monocillium s  griseo-ochraceum [2736]
ASV2737	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	Unknown	Unknown	[2737]	ASV2737	f_Piskurozymaceae [2737]
ASV2738	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	s__lamellibrachiae	[2738]	ASV2738	g_Sakaguchia s  lamellibrachiae [2738]
ASV2739	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	Unknown	Unknown	Unknown	[2739]	ASV2739	o_Sordariales [2739]
ASV2740	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2740]	ASV2740	p_Basidiomycota [2740]
ASV2741	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2741]	ASV2741	p_Ascomycota [2741]
ASV2742	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	Unknown	Unknown	Unknown	[2742]	ASV2742	o_Trechisporales [2742]
ASV2743	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__herbamans	[2743]	ASV2743	g_Serendipita s  herbamans [2743]
ASV2744	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Waitea	s__circinata	[2744]	ASV2744	g_Waitea s  circinata [2744]
ASV2745	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	Unknown	Unknown	Unknown	[2745]	ASV2745	o_Venturiales [2745]
ASV2746	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Lentamycetaceae	g__Siepmannia	Unknown	[2746]	ASV2746	g_Siepmannia [2746]
ASV2747	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2747]	ASV2747	c_Sordariomycetes [2747]
ASV2748	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	Unknown	[2748]	ASV2748	g_Clavulinopsis [2748]
ASV2749	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Bondarzewiaceae	g__Heterobasidion	Unknown	[2749]	ASV2749	g_Heterobasidion [2749]
ASV2750	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2750]	ASV2750	p_Chytridiomycota [2750]
ASV2751	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	g__Aspicilia	Unknown	[2751]	ASV2751	g_Aspicilia [2751]
ASV2752	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Dactylonectria	s__estremocensis	[2752]	ASV2752	g_Dactylonectria s  estremocensis [2752]
ASV2753	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Tothia	s__spartii	[2753]	ASV2753	g_Tothia s  spartii [2753]
ASV2754	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[2754]	ASV2754	c_Sordariomycetes [2754]
ASV2755	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2755]	ASV2755	p_Ascomycota [2755]
ASV2756	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__tsukubaensis	[2756]	ASV2756	g_Mortierella s  tsukubaensis [2756]
ASV2757	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2757]	ASV2757	p_Ascomycota [2757]
ASV2758	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[2758]	ASV2758	g_Archaeorhizomyces [2758]
ASV2759	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	s__virgineum	[2759]	ASV2759	g_Lachnum s  virgineum [2759]
ASV2760	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	s__tibetensis	[2760]	ASV2760	g_Genolevuria s  tibetensis [2760]
ASV2761	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	Unknown	Unknown	Unknown	[2761]	ASV2761	o_Chaetothyriales [2761]
ASV2762	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS03	Unknown	Unknown	Unknown	[2762]	ASV2762	o_Rozellomycotina GS03 [2762]
ASV2763	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae	[2763]	ASV2763	g_Vishniacozyma s  victoriae [2763]
ASV2764	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	s__stevensonii	[2764]	ASV2764	g_Trechispora s  stevensonii [2764]
ASV2765	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__silvicola	[2765]	ASV2765	g_Piskurozyma s  silvicola [2765]
ASV2766	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	Unknown	Unknown	Unknown	[2766]	ASV2766	o_Atheliales [2766]
ASV2767	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chloridium	Unknown	[2767]	ASV2767	g_Chloridium [2767]
ASV2768	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__taiwanensis	[2768]	ASV2768	g_Piskurozyma s  taiwanensis [2768]
ASV2769	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zymoseptoria	Unknown	[2769]	ASV2769	g_Zymoseptoria [2769]
ASV2770	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Lauriomyces	s__catenatus	[2770]	ASV2770	g_Lauriomyces s  catenatus [2770]
ASV2771	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__maius	[2771]	ASV2771	g_Oidiodendron s  maius [2771]
ASV2772	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__rhodogenum	[2772]	ASV2772	g_Oidiodendron s  rhodogenum [2772]
ASV2773	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pseudofabraea	s__citricarpa	[2773]	ASV2773	g_Pseudofabraea s  citricarpa [2773]
ASV2774	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	Unknown	[2774]	ASV2774	g_Cladophialophora [2774]
ASV2775	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Tothia	s__spartii	[2775]	ASV2775	g_Tothia s  spartii [2775]
ASV2776	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2776]	ASV2776	p_Ascomycota [2776]
ASV2777	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Trichopeziza	s__mollissima	[2777]	ASV2777	g_Trichopeziza s  mollissima [2777]
ASV2778	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__juglandicola	[2778]	ASV2778	g_Neocucurbitaria s  juglandicola [2778]
ASV2779	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Arthoniales	f__Roccellaceae	g__Gyrographa	s__gyrocarpa	[2779]	ASV2779	g_Gyrographa s  gyrocarpa [2779]
ASV2780	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2780]	ASV2780	p_Basidiomycota [2780]
ASV2781	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	Unknown	Unknown	[2781]	ASV2781	f_Sympoventuriaceae [2781]
ASV2782	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2782]	ASV2782	p_Rozellomycota [2782]
ASV2783	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	Unknown	[2783]	ASV2783	g_Genolevuria [2783]
ASV2784	k__Fungi	p__Chytridiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2784]	ASV2784	p_Chytridiomycota [2784]
ASV2785	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	s__woronichinii	[2785]	ASV2785	g_Exobasidium s  woronichinii [2785]
ASV2786	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Lapidomyces	s__hispanicus	[2786]	ASV2786	g_Lapidomyces s  hispanicus [2786]
ASV2787	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2787]	ASV2787	p_Rozellomycota [2787]
ASV2788	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2788]	ASV2788	p_Ascomycota [2788]
ASV2789	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Fonsecazyma	Unknown	[2789]	ASV2789	g_Fonsecazyma [2789]
ASV2790	k__Fungi	p__Basidiomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2790]	ASV2790	p_Basidiomycota [2790]
ASV2791	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Trichometasphaeria	Unknown	[2791]	ASV2791	g_Trichometasphaeria [2791]
ASV2792	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricomycetes_ord_Incertae_sedis	f__Agaricomycetes_fam_Incertae_sedis	g__Xenasmatella	s__christiansenii	[2792]	ASV2792	g_Xenasmatella s  christiansenii [2792]
ASV2793	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Erythrobasidium	s__yunnanense	[2793]	ASV2793	g_Erythrobasidium s  yunnanense [2793]
ASV2794	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2794]	ASV2794	p_Rozellomycota [2794]
ASV2795	k__Fungi	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Exobasidiaceae	g__Exobasidium	Unknown	[2795]	ASV2795	g_Exobasidium [2795]
ASV2796	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__navarrae	[2796]	ASV2796	g_Coniochaeta s  navarrae [2796]
ASV2797	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Friedmanniomyces	Unknown	[2797]	ASV2797	g_Friedmanniomyces [2797]
ASV2798	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2798]	ASV2798	o_Helotiales [2798]
ASV2799	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	Unknown	Unknown	Unknown	[2799]	ASV2799	o_Sordariales [2799]
ASV2800	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	Unknown	Unknown	[2800]	ASV2800	f_Venturiaceae [2800]
ASV2801	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2801]	ASV2801	p_Ascomycota [2801]
ASV2802	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Extremaceae	Unknown	Unknown	[2802]	ASV2802	f_Extremaceae [2802]
ASV2803	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[2803]	ASV2803	g_Mortierella s  globulifera [2803]
ASV2804	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__americana	[2804]	ASV2804	g_Devriesia s  americana [2804]
ASV2805	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	Unknown	[2805]	ASV2805	g_Mortierella [2805]
ASV2806	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Hyphodermataceae	g__Hyphoderma	s__setigerum	[2806]	ASV2806	g_Hyphoderma s  setigerum [2806]
ASV2807	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellales_fam_Incertae_sedis	g__Kwoniella	s__pini	[2807]	ASV2807	g_Kwoniella s  pini [2807]
ASV2808	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Megasporaceae	Unknown	Unknown	[2808]	ASV2808	f_Megasporaceae [2808]
ASV2809	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Extremaceae	g__Petrophila	Unknown	[2809]	ASV2809	g_Petrophila [2809]
ASV2810	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2810]	ASV2810	p_Ascomycota [2810]
ASV2811	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__tetracladius	[2811]	ASV2811	g_Hymenoscyphus s  tetracladius [2811]
ASV2812	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	Unknown	Unknown	[2812]	ASV2812	f_Cephalothecaceae [2812]
ASV2813	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Meristemomyces	s__arctostaphylos	[2813]	ASV2813	g_Meristemomyces s  arctostaphylos [2813]
ASV2814	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Stylonectria	Unknown	[2814]	ASV2814	g_Stylonectria [2814]
ASV2815	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	Unknown	Unknown	[2815]	ASV2815	f_Chionosphaeraceae [2815]
ASV2816	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	Unknown	Unknown	Unknown	[2816]	ASV2816	o_Atheliales [2816]
ASV2817	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__semi-immersa	[2817]	ASV2817	g_Capronia s  semi-immersa [2817]
ASV2818	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	Unknown	Unknown	Unknown	[2818]	ASV2818	o_Leucosporidiales [2818]
ASV2819	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	g__Pseudoanungitea	s__vaccinii	[2819]	ASV2819	g_Pseudoanungitea s  vaccinii [2819]
ASV2820	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Extremaceae	g__Extremus	s__antarcticus	[2820]	ASV2820	g_Extremus s  antarcticus [2820]
ASV2821	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__rhododendri	[2821]	ASV2821	g_Trichoderma s  rhododendri [2821]
ASV2822	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	Unknown	[2822]	ASV2822	g_Dominikia [2822]
ASV2823	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Nectriopsis	s__fuliginicola	[2823]	ASV2823	g_Nectriopsis s  fuliginicola [2823]
ASV2824	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	Unknown	Unknown	[2824]	ASV2824	f_Teratosphaeriaceae [2824]
ASV2825	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2825]	ASV2825	p_Ascomycota [2825]
ASV2826	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2826]	ASV2826	p_Ascomycota [2826]
ASV2827	k__Fungi	p__Ascomycota	c__Dothideomycetes	Unknown	Unknown	Unknown	Unknown	[2827]	ASV2827	c_Dothideomycetes [2827]
ASV2828	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2828]	ASV2828	o_Helotiales [2828]
ASV2829	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	Unknown	[2829]	ASV2829	g_Umbelopsis [2829]
ASV2830	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	Unknown	[2830]	ASV2830	g_Sistotrema [2830]
ASV2831	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[2831]	ASV2831	g_Meliniomyces [2831]
ASV2832	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	Unknown	Unknown	Unknown	[2832]	ASV2832	o_Trechisporales [2832]
ASV2833	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Waitea	s__circinata	[2833]	ASV2833	g_Waitea s  circinata [2833]
ASV2834	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[2834]	ASV2834	f_Herpotrichiellaceae [2834]
ASV2835	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	Unknown	Unknown	Unknown	[2835]	ASV2835	o_Myriangiales [2835]
ASV2836	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2836]	ASV2836	p_Ascomycota [2836]
ASV2837	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Helicoma	s__fumosum	[2837]	ASV2837	g_Helicoma s  fumosum [2837]
ASV2838	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Septoria	s__cretae	[2838]	ASV2838	g_Septoria s  cretae [2838]
ASV2839	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__peltigerae	[2839]	ASV2839	g_Knufia s  peltigerae [2839]
ASV2840	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Leotiales	f__Mniaeciaceae	g__Epithamnolia	s__rangiferinae	[2840]	ASV2840	g_Epithamnolia s  rangiferinae [2840]
ASV2841	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2841]	ASV2841	p_Ascomycota [2841]
ASV2842	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	Unknown	[2842]	ASV2842	g_Capronia [2842]
ASV2843	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pseudofabraea	s__citricarpa	[2843]	ASV2843	g_Pseudofabraea s  citricarpa [2843]
ASV2844	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2844]	ASV2844	p_Ascomycota [2844]
ASV2845	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[2845]	ASV2845	o_Helotiales [2845]
ASV2846	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	Unknown	Unknown	Unknown	[2846]	ASV2846	o_Hypocreales [2846]
ASV2847	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2847]	ASV2847	p_Ascomycota [2847]
ASV2848	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Pseudofabraea	s__citricarpa	[2848]	ASV2848	g_Pseudofabraea s  citricarpa [2848]
ASV2849	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	Unknown	Unknown	Unknown	[2849]	ASV2849	o_Microascales [2849]
ASV2850	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	s__scutula	[2850]	ASV2850	g_Hymenoscyphus s  scutula [2850]
ASV2851	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2851]	ASV2851	p_Rozellomycota [2851]
ASV2852	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	s__frigida	[2852]	ASV2852	g_Mrakia s  frigida [2852]
ASV2853	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Kriegeriales	f__Kriegeriaceae	g__Phenoliferia	s__psychrophila	[2853]	ASV2853	g_Phenoliferia s  psychrophila [2853]
ASV2854	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Nectriopsis	Unknown	[2854]	ASV2854	g_Nectriopsis [2854]
ASV2855	k__Fungi	p__Glomeromycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2855]	ASV2855	p_Glomeromycota [2855]
ASV2856	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Heterocephalacria	Unknown	[2856]	ASV2856	g_Heterocephalacria [2856]
ASV2857	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Mrakia	s__frigida	[2857]	ASV2857	g_Mrakia s  frigida [2857]
ASV2858	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	s__communis	[2858]	ASV2858	g_Taphrina s  communis [2858]
ASV2859	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__caricicola	[2859]	ASV2859	g_Alternaria s  caricicola [2859]
ASV2860	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2860]	ASV2860	p_Ascomycota [2860]
ASV2861	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	Unknown	Unknown	Unknown	[2861]	ASV2861	o_Chaetothyriales [2861]
ASV2862	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	Unknown	Unknown	Unknown	[2862]	ASV2862	o_Glomerellales [2862]
ASV2863	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Hyphodermataceae	g__Hyphoderma	s__setigerum	[2863]	ASV2863	g_Hyphoderma s  setigerum [2863]
ASV2864	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	Unknown	Unknown	[2864]	ASV2864	f_Melanommataceae [2864]
ASV2865	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[2865]	ASV2865	p_Rozellomycota [2865]
ASV2866	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2866]	ASV2866	o_Capnodiales [2866]
ASV2867	k__Fungi	p__Basidiomycota	c__Classiculomycetes	o__Classiculales	f__Classiculaceae	g__Classicula	s__sinensis	[2867]	ASV2867	g_Classicula s  sinensis [2867]
ASV2868	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	Unknown	Unknown	Unknown	[2868]	ASV2868	o_Capnodiales [2868]
ASV2869	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Parasarocladium	s__radiatum	[2869]	ASV2869	g_Parasarocladium s  radiatum [2869]
